id_fichier,sentiment,commentaire
25,negatif,"une extension bien commercial visant a revendre un 
produit utiliser et re-utiliser a outrance sous couvert dune 
remasterisation ce qui est en loccurance pas ce que jappellerai une 
remasterisation tout au plus une mise a niveau et encore legendary 
edition mod par un publique amateur proposer bien mieux dailleur en
 ce qui concerne le modding en dautre terme la personnalisation et 
extension de contenue offerte par un groupe de passionner il est 
devenue bien plus compliquer de le faire convenablementparce que 
bien-sure il fallait quil y mettent le nez histoir de recycler les 
idee de ces fameux modeur mais cette fois ci payant  bref non je 
ne vous conseillerai pas ce jeu pour commencais par ce quil trahissent
 leur fan et votre confiance au passage malgr une pseudo 
remasterisation bethesda na pas trouver bon de regler les bug et 
desagrement deja presente sur la version de base du jeu merci les amis 
moddeur amateur de mettre encore une fois les mains dans le cambouiecela
 etant si il savere moins cher que skyrim edition legendaire et que 
vous netes pas enjou a lidee de modder votre jeu skyrim special 
edition ciera a ravire a vos envie"
26,negatif,"produit reu gratuitementune joie de retrouver bordeciel et les extensions de skyrim special edition maisje
 me suis demand si jallais aussi stupidement retomber dans le panneau
 une fois mon avatar cr il faut croire que la magie opre toujours 
aprs dj  ans dexistence du jeu nul besoin de vous dire que tous 
les fans de la saga sauteront dedans  pieds joints pour redcouvrir les
 centaines de qutes du jeu les villes les diffrentes confrries les
 factions les donjons les races dragonborn se marier etc le 
bonheur est toujours au rendez-vous  mais si lon met un peu le ct 
nostalgique de ct que devons-nous retenir de skyrim special edition 
au niveau du contenu   vrai dire pas grand-chosecertes il 
existe encore et toujours quelques joueurs qui nont jamais touch  
skyrim de leur vie de joueur pour autant il est fort dommage de ne pas
 retrouver plus de succs ou de trophes selon la console choisie de
 plus le jeu reste tel quel  cest--dire que les glitch et autres 
bugs sympathiques restent sur skyrim special edition mais nous navons 
aucun contenu supplmentaire pas de nouvelles qutes ou ventuellement 
une nouvelle le ou ville  dcouvrir ne fut-ce que pour donner un 
argument supplmentaire pour ramener tous les joueurs ici on a 
vraiment limpression que le jeu a t conu pour deux types de joueurs ceux nayant pas de pc assez performant pour jouer  skyrim en ultra et avec dexcellents modsles nouveaux joueurs qui ne connaissent pas skyrimquen est-il des fans acharns  rien par sithis sans ajout de mods skyrim special edition  mid pc configjadore
 skyrim jaime aussi la plupart des licences de bethesda  toutefois 
je reste avant tout neutre face  mon jugement et skyrim special 
edition nest malheureusement pas  la hauteur dun pc si vous voulez 
arriver  un minimum de concurrence face  un pc il faudra faire appel 
aux mods qui sont un excellent point puisque grce  eux vous allez 
pouvoir considrablement rallonger la dure de vie dj gargantuesque de
 the elder scrolls skyrim sans langue de bois oui le jeu a t
 retravaill mais non ce nest pas suffisant pour donner envie  de 
jeunes joueurs de se perdre dans les contres de skyrim  le jeu datant 
de fin  montre ses signes de faiblesse assez aisment et les jeunes
 daujourdhui nen ont strictement rien  faire de notre nostalgie 
pour eux la gnration prcdente ctait dj du retro payer   un 
jeu torch dans tous les sens mrite au moins un minimum de travaildu ct sonore pas de grands changements puisque la bande-son tait dj dune qualit irrprochable celle-ci ne change pasles mods parlons-en indispensables
 pour jouer avec une qualit visuelle correcte ceux-ci sont assez 
nombreux et offrirons un tas de choses aux joueurs  nouvelles armes 
qutes armes et armures cratures montures etcmalheureusement
 si vous ne connaissez pas un minimum danglais vous risquerez de vous 
perdre en sachant que lutilisation de mods rendent impossible 
laccessibilit aux succstrophes de skyrim special edition sans 
compter quutiliser des mods reste  vos risques et prils  alors 
choisissez-les bien conclusionest-ce que skyrim est un bon 
jeu  personne ne peut dire le contraire  est-ce que skyrim special 
edition en vaut vraiment la peine  vous avez votre rponseremarquez
 bien que je ne fais que donner mon avis sur lapport de cette nouvelle 
dition et que le jeu en lui mme reste un must ultime pour les fans de
 jeux bac  sable aventure open world etc les joueurs pc 
nauront pas vraiment dintrts majeurs  acheter cet opus console et 
les vrais fans continueront comme ils le faisaient dj depuis bientt 
 ans"
27,negatif,produit reu gratuitementcomment transformer un super jeu en immense arnaque
28,negatif,"produit reu gratuitementskyrim est un bon jeu avec une dure de vie quasi-illimit si vous prenez des modsmalheureusement skyrim ne vaut pas ses prdecesseurs beaucoups de pertes de gameplay dune version ancienne  une nouvellela
 skyrim special edition que lon peut obtenir gratuitement lorsque lon
 a skyrim et tous ces dlc avant le  octobre  ne vaut pas la 
legendary edition skyrim vanilla  tous ses dlcs et na dutilit que 
pour bethesda pour introduire le creation club pour proposer  la vente 
des mods crs par des indpendants auxquels ils achtent les mods en 
soit je ne suis pas contre la rmunration des moddeurs ces gens crent
 des contenus de qualits parfois de la taille dun dlc seulement 
aucun crdit pour le ou les crateurs du mod de plus les mods sont 
achets par bethesda puis revendu les bnfices sont rpartis entre 
bethesda et bethesdasans parler du fait que la majorit pour 
ne pas dire tous avec une ou deux exceptions des mods ont un quivalent
 gratuit de mme qualit voir plus avec biens plus de contenu sur les 
plateformes communautspour conclure ils ont ajout des 
shaders et amlior les graphismes mais vous trouverez sur le nexus ces
 mmes lments gratuits et de meilleurs qualits attendez les soldes 
steam pour avoir skyrim legendary edtion vu   ne soutenez pas le 
creation club si vous voulez payer vos mods faites directement un don 
aux moddeurs"
29,negatif,"produit reu gratuitementbon je vais essayer de donner un avis le plus 
constructif possible upour oldrim sur pc jai un total denvirons 
 heure de jeu h sur steam et  sans steam sur xbox jai 
environs  heure de jeu soit  heure et quelque  quant  skyrim se
 jen suis   heure de jeu ont peu dire que jai siphonn le jeu 
mais sans doute pas autant que dautre joueur ou joueuseuthe
 elders scrolls v skyrim special edition est un jeu sortie en  
soit  ans aprs skyrim oldrim qui lui est sorti en  uskyrim se est un jeu ou il ny avais pas de vritable diffrence avec oldrim skyrimil ajoutais de nouveau graphismes au jeu pour un environnement plus beau esthtiquementen fait sur ce point ce nest pas vraiment vrai le jeu tais certes 
plus beau que oldrim sauf que oldrim avais un dlc gratuit seulement sur
 steam  ma connaissance pour rendre le jeu plus jolie dlc quils ont 
juste fusionn directement dans skyrim se ont oubliant doptimiser le 
jeu et de corriger les nombreux bug de qutes dj prsents dans oldrim
 le vritable changement entre oldrim et se cest lajout du cration 
club ainsi que lajout dune scurit pour linstallation des mod mais 
ont en parlera aprs des mods  bon vis  vis des bugs de 
skyrim se cest franchement aussi bugu que oldrim sans exagration de 
ma part ils auraient pu corrig au moins les bugs les plus chiant 
notamment le bug qui arrive rgulirement pour la guerre civile mais 
bien videment il ne lont pas rparer donc il se peut que vous ne 
puissiez pas termin la guerre civile je vais vous donner mon ratio 
personnel jai fait une ene de fois les quetes principal de oldrim et 
peut etre  ou  fois celles sur la se quand jai dcid de particip  
la guerre civile sur environt  partie jai du russir  termin sans 
la console la guerre civile peut tre  fois et  ou  fois avec la 
console --il y a aussi un bug qui cette fois est apparut sur la se
 et il me semble que a narrive pas  tous les joueurs mais je fais 
partie de ceux quil lont lorsque lont accd  la rgion de 
lextension dragonbornil arrive que le jeu bug compltement ce 
qui fait quon est oblig dutilis la console pour y aller directement 
ainsi que de magouiller pour avanc un peu les qutes au risque de faire
 compltement bug la qutes principal de lextension --le 
cration club est un ajout qui permet au joueur dutilis des mods crer
 par les joueur et approuv par la communaut ainsi que bethesda sans 
avoir la contrainte de skyrim se qui empche dutilis les mods externe 
 skyrim se quest-ce que cette contrainte prcisment  eh bien cest 
simple si tu installe un mod externe au cration club tes succes steam
 seront dsactiv sauf si bien sur tu installe un mod qui te permet 
dutilis les mods externe en revanche tu peu parfaitement utilis la 
commande pour trich tu dbloqueras tous les succes de quand mme faut 
pas chercher  comprendrebref pour avoir accs au mods du cration club il faut bien videment payera fait un peu pens  lpoque ou bethesda  voulu mettre les mods 
payant sur steam mais quils se sont rendu compte que la communaut 
ntais absolument pas contente finalement il ont grug en sortant 
skyrim se quelques anne aprs pour pouvoir ce faire de largent en plus
 grace au mod approuv de la communautcela dis je 
ne vais pas entirement crach dans la soupe lajout des mods 
officiels si je puis dire nest pas non plus compltement une mauvaise
 chose car ces mods-ci ne peuvent pas rentr en conflit les uns avec 
les autres donc moins de risque de corruption de partiea prsent si ont parlais des dernier ajout  skyrim seje vous prviens cest maintenant que le niveau de sel vas montbon
 et bien pour ma part et pour une grande partie des joueur de skyrim se 
le jeu nest plus skyrim se mais skyrim ae anniversary edition car 
pour ma part ayant achet skyrim legendary dition qui est la version 
complte de oldrim jai pu obtenir skyrim se gratuitement et ayant eu 
skyrim se avant que cette fichu ae narrive je lai 
strikejoyeusementstrike obtenu gratuitement donc recommenons si 
vous le voulez bienskyrim anniversary edition quest-ce que  
bah pour tre franc je sais pas vraiment a ajoute du contenue en plus
 des boss des donjon des objet et des qutes mais surtout a fait 
 le contenue ajout est videment payant mais surtout la version
 ae complique dautant plus la cration de mod car la plupart des mod se
 ne fonctionnent plus mais ce nest pas tout il savre quavec les 
dernire mise  jour les mods externe sont encore plus difficile  
installer car malgr toute les mise a jour faite pour les fichier modd 
beaucoup de mod  jour sont considrer comme ntant pas  jour 
bethesda ayant envie de mettre des bton dans les roue au moddeur il ne
 faut pas oubli que skyrim et sortie il y a  ans aujourdhui si 
skyrim est un jeu toujours autant jouer cest dj car sont univers est 
excellent mais surtout grace  la diversit de mod existant qui font 
que la dure de vie de ce jeu est quasi infinie donc bethesda donne 
juste limpression de vouloir flinguer leur propre jeu avec des mise a 
jour  la  mais il y a autre chose que je ne vous ai pas dis  
cest que les mods achetable dans le cration club et bien vous pouvez y
 avoir accs gratuitement en les installant autrement quen achetant le 
mod sur le cration club donc vous payer pour un contenu que vous 
pouvez avoir gratuitement mais il faut prendre en compte bien sur que 
en les tlchargement hors le creation club la compatibilit ne sera pas
 forcment lbref  cause de leurs dernire mise  jour il 
impossible de jouer  skyrim ae avec les mods externe car pour ma part 
je peu  peine lancer le jeu alors vous allez sans doute me dire bah 
tu nas cas enlev tous tes mods et puis cest tout tu es   vous 
avez pas tort mais avec pres de heure de jeu au total avec les mme
 graphisme les mmes armesarmurequtes cest vite redondantpour finir sur mon valuation est-ce que je recommande skyrim seae eh bien avant que lanniversary edition narrive je vous laurais 
recommand de faon mitig pour tre totalement franc mais  lheure 
daujourdhui si vous voulez jouez avec les mods que vous voulez je ne 
vous recommande pas skyrim seae je vous conseillerais plutt de jouer 
 oldrim sincrement les deux jeux sont aussi bugu luns que lautre 
mais bon cest bethesda aprs tout pourtant ils ont eu le temps de 
corrig les bugs ainsi que les qutes bugu en revanche pour ce qui 
est de lhistoire de lunivers et des  heure de jeux vanilla 
allez y mme si je vous recommande de jouer  la legendary edition de 
oldrim car vous aurez un peu moins de bug mais si malgr tous vous 
souhaitez tous de mme jouer  la se il vous est possible de retourn a 
la version  de lae "
30,negatif,"bethesda se moque compltement de son public aprs 
avoir sorti le jeu puis les dlc on dcide de plumer les joueurs en 
faisant dabord une nouvelle version de skyrim puis on commence  crer
 du contenu quivalent aux mods et on les fait payer mieux encore on 
dcide de faire payer le mode survie lment qui a t fait 
gratuitement pour fallout  la prochaine tape sera de faire payer les 
patchs du jeu"
31,negatif,"prendre un jeux de  le remasteriser gonfler son 
prix et retirer la version  de la vente pour nous pondre un jeux 
buger  mort sans aucune amlioration  aprs demandez-vous pas pourquoi
 les joueurs ne veulent plus payer pour les jeux faut pas nous prendre 
pour des    la place de dfoncer votre budget sur les copyright et
 une meilleure rsolution engagez des programmeurs comptents pour 
fixer les bugs  jai h de jeux sur pc sans compter les  heures 
sur ps et toujours les mme bug qui revienne mme aprs  ans sa reste
 quand mme un incontournable quand on parle de rpg mais les bugs 
brisent litralement la magie du jeux"
32,negatif,"bon je viens dy jouer trois heures et je narrive pas a calmer ma colrealors en premier les bons points- mod manager qui pourrait tre plus ergonomique mais qui est faut bien le dire trs bien foutu-
 gestion des lumires qui est vraiment bien foutues sur les dcors et 
les quipements mais qui rate sur les peaux on dirait le oblivion de 
 au niveau de la gestion des lumires oranges sur les visages- bump mapping effet de reliefs des textures trs beau et trs bien intgr rien a redire- vgtation luxuriante et franchement jolie bon pointmaintenant le reste-
 activer le moindre mod dsactive instantanment vos succs steam ou 
xbox mais par contre les cheats codes vous pouvez y aller l cest bon
 --- skyrim est un jeu qui na cess dtre patch et amlior 
depuis sa version de  eh bien il semblerait quils ont utilis la 
version de base pour le remastering donc tous les exploits bugs et bug 
de cohrence sont de retour exit le rp et bonjour les entraineurs 
followers qui vous redonnent largent que vous venez de lui donner pour 
payer lentrainement bonjour le marchand que je peux dvaliser juste en
 lui mettant un seau sur la tte bonjour le power leveling des dagues 
de fer qui tue la progression et le level scaling du jeu et rend 
inoprants les algorithmes censs unifier ton exprience de jeu- rebonjour les ennemis trop  pour comprendre ou tu es parce que tu as saut au dessus deux-
 et bien sur que serait skyrim sans son cheval anti-gravit abus des 
permires versions qui te permet de monter jusquau sommet de la gorge 
du monde au niveau bref une honte absolue attendez de voir 
si les mods vous le corrigent mais faire un remaster sans prendre en 
compte les correctifs que les devs y avaient mis cest incroyablemais srieux rien dans ce jeu ne va tre suprieur aux mods dja existants sur la version de base qui elle est dbuggu"
33,negatif,"merci bethesda de forcer la mise  jour mme si on ne 
prend pas la version anniversaire maintenant skyrim est injouable avec 
des mods je ne vais pas pour autant acheter cette nouvelle  
hors de question de payer  balles pour a"
34,negatif,"produit reu gratuitementje -grand amateur de la srie tes depuis toujours et ayant des milliers dheures sur cette srie- ne recommande pas skyrim se pour trois raisons importantes -
 les devs nont pas t fichus de revoir leur jeu dans son ensemble en 
termes de bugs dincohrences et autre problmes qui nuisent  
limmersion et au loreaprs autant dannes javais pens que les 
devs se seraient inspirs des excellents travaux damateurs produisant 
gratuitement les correctifspatchs essentiels sous forme de mods 
correctifs mais non le lifting est graphique uniquement hors ce 
nest pas ce qui importe le plus dans un jeu de la srie tes ce qui 
compte cest le respect du joueur le respect du gameplay et le respect 
de lintrigue bethesda sen fiche royalement et livre un version du jeu
 aussi bugge quauday onede la version dorigine cest une honte cest une honte car des amateurs ont travaillgratuitementpour corriger le jeu mais ces patchs ne sont pas compatibles avec la 
version se pour le moment et cette version se arrive sans correctifs 
majeurs bethesda va empocher des tunes et attendre que les larbins 
amateurs produisent des correctifs pour cette version se  houaiiiii 
supeeeer-aucun travail de fond na donc t ralis en ralit skyrim dorigine avec des mods reste plus beau
 oui oui et surtout plus riche si vous voulez juste des shaders ou de
 lherbe en plus il suffit dajouter quelques mods et de modifier votre 
fichier de configuration ini  inutile de devoir acheter cette 
dition qui reste en dessous de ce qui se fait depuis des annes en 
terme de mods graphiquesen fait et je ne troll pas je crois mme
 prfrer les couleurs et lambiance du jeu dorigine que celui de se 
qui colore trop certaines choses  mon got et skyrim na jamais eu 
vocation  ressembler  mon petit poney chez les vikingsla 
communication  propos de se concerntant les graphismes est en ralit 
une vaste mascarade mercantile ne dans lesprit triqu dun marketeux 
charge de devoir revendre cher un produit existant sur ebay lgalement 
pour moins de   srieux ncoutez pas les sirnes du marketing- enfin choisircette version se special edition va de plus vous priver dexcellents mods existant pour skyrim dorigine
 le plus important dans un tes ce nest pas laspect graphique bien que
 celui de skyrim soit excellent  la base  selon moi ambiance presque 
nb parfoi souvent potique etc mais bien la libert et la 
richesse des actions possibles en prfrant la version se pour le 
moment vous perdrez un grand nombre de mods ajoutant du gameplay et de 
la richesse au jeu scnario nouveaux contenus etc etc et ne gagnerez 
rien qui nexiste pas dja pour skyrim dorigine moralit vous 
rgresserez car ces dernires annes ont t prolifiques pour skyrim 
des correctifs essentiels des patchs et mods excellents existent mais 
ne sont pas forcment compatibles avec la version sejai eu la 
version se gratuitement car je possde dja le jeu dorigine et ses dlcs
 donc je me fiche bien que cette version soit une tromperie mais si 
vous comptiez dcouvrir skyrim cette version se restera dcevante car 
non patche et limite en comparaison avec skyrim dorigine qui dispose 
de plusieurs annes dexprience de correctifs et de mods excellents 
pour tous les gotsaprs si vous jouez  skyrim sans mod je peux 
rien pour vous  noubliez pas que terme mod intgre les patchs et 
correctifs non officiels qui sont toujours meilleurs et plus profond que
 les correctifs officiels buggs  a vous de voir mainteanantah
 et je prcise  gratuit ou non quimporte je ne vais pas caresser 
bethesda dans le sens du poil sous prtexte que jai eu la version 
gratos  jai achet le jeu dorigine et ses dlcs la version se nest 
ni un cadeau ni une obligation den dire du bien sous prtexte quelle 
est gratuite pour certain cest une arnaque"
35,negatif,"merci encore bethesda pour la dernire maj heureusement
 que j ai annuler les maj auto  vous navez aucune honte  je vais 
crack tout vos jeux  prsent plus un centime pour todd "
36,negatif,merci  cause de mise  niveau ae les mods ne fonctionne plus donc le jeu aussi 
37,negatif,"produit reu gratuitementen  skyrim tait beau ctait relativement 
impressionnant pour lpoque et jy ai jou plusieurs centaines 
dheures avant de men lasseren  skyrim a mal vieillit  ans aprs les graphismes sont les mmes ne nous mentons pasbethesdaa crit skyrim
 special edition apporte un souffle nouveau  cette aventure pique 
avec force dtail la special edition comprend le clbre jeu et les 
contenus additionnels avec graphismes et effets remasteriss rayons 
divins volumtriques profondeur de champ dynamique reflets et plus 
encoredsole mais non ca ne marche pas oui la 
lumire est plus belle plus naturelle bien quelle cr des effets 
ultra satur sur le visage des pnj on a limpression dune 
vgtation plus luxuriante mais rien de plus  les graphismes ne sont 
pas du tout remasteriss on croit toujours avoir de la paille  la 
place des cheveux les personnages ont toujours la mme tte les 
maisons ont toujours le mme nombre de polygones leau demeure aussi 
irraliste  la profondeur de champ dynamique est mal gre et pique 
plus les yeux plus quautre chose  la distance daffichage des ombres 
est vraiment dgeulasse mme en ultra m maximum sinon lombre 
disparat je me demande encore ce quils entendent par et plus 
encorece skyrim special edition essaye de faire du neuf avec du 
vieux et bah non ca ne marche pas  cest pas ajouter  cailloux 
sur la route et un peu dherbe qui me donne envie de me replonger 
dedans"
38,negatif,"produit reu gratuitementbon bon bon que dire de manire la plus objectivejai
 cumul  heures de jeu sur skyrim version  contenus des dlc 
achets uns  un skyrim comme les jeux tes de manire gnrale reste 
un type de jeux vidos que jaffectionne dans lequelle je mimmerge 
grandement dans lequel je mamuse avant toutla sortie dune 
version remasterise ma parut comme un lger foutage de gueule 
sortir une version remasterise sur pc avec les  dlc inclus dedans 
quel intrt cela nest pas profitable  la communaut pc mais plus 
pour les versions consoles qui peuvent enfin y jouer avec les mods 
quand lon parvient nanmoins  rgler les problmes de compatibilit 
que les moddeurs peuvent rencontrerle gros gros que dire 
enorme dfaut pour ce qui est de cette version  sur pc cest 
quil est encore plus buggu que la version de pour citer quelques exemples de bugs auxquels jai t confronts ils sont nombreux mais en voici quelques uns-
 bug de la deuxime qute en lien avec les parjures  markarth quand 
jai choisi de suivre les parjures dans lvasion pour tous les tuer 
une fois mon quipement reu juste devant la porte de sortie oui je 
suis un sadique mais  la base cest un moyen de profiter de double 
rcompense une fois  lextrieur thonar sang-dargent ntait pas 
prsent mais les gardes sagitaient dans tous les sens alors que je 
navais zro prime ni rsist  larrestation oblig de rgler cela 
par la console- bug des qutes annexes divers termines mais qui 
se redclenchent avec impossibilit de les complter de nouveau 
supeeeer- bug de la guerre civile blancherive prise pour les 
sombrage mais balgruf restant sur le trne des gardes de 
blancherives aux portes de la ville et des soldats sombrages devant 
fort-dragon o-kaaaaaaay- bug de la qute principale le trpas 
dalduin dans la vision du pass pour apprendre fendragon alduin ne 
popait pas oblig une fois encore de rgler le problme par la console-
 bug qute absent au combat aucune suite dintraction possible avec 
avulstein grisetoison malgr la missive impriale rcupre au 
pralable une fois encore la console permet de rgler le problme- bug des tp dans le ciel pour mourrir ensuite village skaals - dlc dragonborn arriv  fois de suite quand mmesans
 compter que entre  anne de sortie de skyrim et  anne de
 cette version remasterise les anciens bugs pourtant connus nont 
pas t corrigs pourquoibref pour conclure je dirai 
si vous avez la version de  avec les dlc et ce bien que vous 
pouvez avoir la possibilit dobtenir cette nouvelle version elle nest
 cependant pas un must-have tant par les nombreux bugs voire de 
nouveaux rajouts comme pour ce qui est des mods dsactivant par 
dfaut les succs steam je parle toujours pour les joueurs pc"
39,negatif,"produit reu gratuitementil sagit exactement du jeu original sauf lajout de 
certaines amliorations graphiques trs lgres qui peuvent tre 
compar aux mods dj existant qui sont bien plus complets et 
personnalisablesde plus le support de tout les mods qui est 
avouons le  de lintert du jeu nest pas assur en effet 
normment dentre eux ont besoin de skse un outil modifiant le moteur 
du jeu pour permettre au mod plus de possibilits malheureusement 
puisque cette dition est accompagn dun changement de moteur skse 
doit tre recod presque intgralement il faudra donc attrendre un long
 moment avant que tout les mods populaires de loriginal soit 
disponiblessi vous avez reu cette dition 
gratuitement et que votre skyrim est modd retournez voir dans quelques
 mois si les mods ont t mis  jourssi vous navez pas un
 seul mod dinstall ce qui est vraiment dommage  mon avis faites la
 transition sur cette dition ca ne vous changera pas normmentsi
 vous navez jamais jou  skyrim et que vous compter lacheter je 
vous conseille vivement dacheter ldition originale dy jouer quelque
 dizaines dheure puis dessayer de le moder grce  skyrim nexus un 
excellent site de partage de mod mieux construit et bien plus complet 
que le workshop cela peut parraitre assez fastidieux au dbut mais 
croyez moi cela en vaut la peinebref cette dition 
spciale de skyrim est  mon humble avis une faon pour bethesda de 
revendre encore plus leur best seller avec un travail minimal je pense 
que cette update graphique aurait pu ce faire dans un patch ou un dlc 
gratuit"
40,negatif,"produit reu gratuitementcette versions remasteris de skyrim me deoit un peumalgrs les quelques effets de lumire cette version napporte rien et surtout ne corrige aucun bug au
 bout dune trentaine dheure de jeu il est compltement injouable d 
aux bugs qutes qui ne se lance ou ne se termine pas personnage 
introuvable crash bref quitte a se faire ch a faire une 
version remasteris autant le faire compltement et refaire un beau 
skyrim tout propre  la mode  "
41,negatif,"faire payer des mods transformer une communaut de 
passionns en gens qui font a pour de la thune les bons sentiments 
de bethesda on y croira quand ils ne prendront pas de commission sur la 
vente de mods "
42,negatif,"produit reu gratuitementje ne pourrais pas vous recommander sse skyrim spcial 
edition car le jeu na rien de diffrent avec skyrim basique le seul 
plus cest quil y a eu comme un petit patch graphique dans tout les 
cas vous serais oblig dinstall une bonne centaine de mods pour avoir 
un jeu plus que correct au niveau interface utilisateur graphique du 
jeu ou bien mme de la custom des personnagesun des points 
ngatifs de cette version de skyrim cest le cration club cest 
vraiment le point sombre de cette version car ce sont juste des modes 
payant et je ne comprends pas lintret de rajouter cecia part
 sa le jeu reste skyrim si vous avez aim skyrim vous aimerez tout 
autan celui l mais aucun intret dacheter celui l si vous possdez 
lanciendonc je ne peut pas rellement le recommander car 
jaime le jeu mais les mods payant sont vraiment un poit noir voil pour
 quoi je mets un non  la recommandation"
43,negatif,"ce nest pas une valuation refltant la qualit du jeu
 mais ma lgre participation contre la politique honteuse de bethesdainstaurez
 des mods payants si vous en avez envie mais pondre des mises  jour 
rendant les anciens mods gratuits incompatibles avec la nouvelle version
 du jeu cest dune fourberie lche et effroyablevotre cupidit est-elle que vous en tes rduit  des moyens si pitoyables ceci
 dit les joueurs sont coupables galement toutes ces inventions 
dlirantes et stupides ne verraient pas le jour  continueraient 
dexister sil ny avait pas de clienttepondez des jeux avec une 
qualit rdactionnelle digne des travaux dun enfant de  ans mais que 
des gens dboursent de largent pour des mods ayant leur quivalent 
gratuit un peu partout sur la toile au del du fait que cest 
totalement illogique ils entretiennent un systme dangereux et sont 
pris pour de parfaits imbcilespuis bon patcher le creation club alors que le jeu souffre de bugs pourtant bien connus depuis de longues annes fin
 bref la liste est longue et il y aurait matire  rdiger votre voix 
cest votre porte monnaie libre  vous dencourager ce systme ou nonedit  haha cest toujours aussi vrai  ans aprs la sortie du jeuje suis partag entre consternation et admiration"
44,negatif,"produit reu gratuitementbon soyons clair la plupart des gens qui attendaient 
ce remaster taient des anciens joueurs qui pensaient avoir enfin un jeu
 compltement fini jolie en plus sans avoir besoin dajouter des mods 
trop gourmand pour ton pc tout a tout adautant plus que les devs nous lont prsent plus ou moins comme a donc bonfinalement
 on se retrouve avec un jeux qui a rcupr tout les bugs des dbut de 
skyrim et on le vois ds la premire scne du jeu et qui 
graphiquement parlant nest rien de plus quun jeu sortie en  
plutt quen  comme loriginal coupl au oblivion de  niveau 
lumireen gros  moins que vous vouliez les dlc ne lachetez 
pas prennez la version normale qui possde moins de bug mettez y un 
ou deux mods graphiques si vous voulez bravo vous avez vit un bobo
 dans le ps le mod manager ne rattrape rien pour moi bien 
quil soit plus facil daccs et efficace en soit que le nexus mm ca 
fait pas de lui un atout valable pour justifier cette pseudo arnaque 
oui parce que moi je lai eu gratos javoue le nmm fais carrment 
laffaire pour la version originale"
45,negatif,"meilleur jeu solo de tous les temps bien plus quun 
gta un minecraft ou rdr pourquoi   grace aux mods et sa commu 
incroyablejai plus de h de jeu du jeu de base a ae et 
passer des heures voir mme des jours a installer des mods faisait 
parti des plaisirs du jeuet aujourdhui bethesda vient de 
flinguer son jeu et cracher sur ses fans je suis simplement dgot et 
aprs plus de ans  daventure je vais le dsinstaller  jai de 
grandes craintes pour tes "
46,negatif,"les mods payant  en ayant volontairement cass les anciens mods gratuits  nonbienvenue
 dans la blacklist bethesda salue ea et activision pour moi si vous 
continuez sur cette voie vous pouvez tre sur que starfield et tes vi 
seront des jeux morts skyrim na t populaire aussi longtemps que 
grace au mod gratuit fait par les joueurs pour les joueurs"
47,negatif,"h sur ldition spciale auxquelles il faut ajouter 
les quelques milliers dheures  sur la version originale de skyrim je 
me souviens encore de ce petit jour du  javais lanc le 
tlchargement le   minuit  puis jai  essay daller 
dormir mais a na pas vraiment march vers  heures du matin le 
tlchargement et linstallation taient fini la suite jai t happ 
par le jeu la magie a fonctionn malgr les bugs et elle fonctionne 
toujours  ans aprs jignore sil y aura  un jour un elder scrolls 
 je lespre et jespre quil sera du mme niveau que ses  anctres 
avec des graphismes somptueux un lore magique et son lot de bugs parce 
quun elder scrolls sans bugs a manque de sel en parlant de 
bugs ils ont russi lexploit de rendre le skse incompatible avec la 
maj du  rsultat une sauvegarde foutue plus de skyui 
frostfall qui marche plus ineed qui dconne  plein tube tout a pour 
une extension qui fait la mme chose en moins bien vive bugthesdafinalement
 je rvise mon jugement la special anniversary edition a tout pourri 
on avait un truc qui machait bien bien stable grandiose et tout a 
foutu en lair pour une extension de  sans aucun intrt pas la 
peine den dire plus a serait franchement grossier et insultant je 
retourne jouer  oblivion par piti pas de mise  jour ni dextension 
 la  merci davanceet je rve non content de mavoir 
pourri mes sauvegarde ils me proposent la mise  jour anniversary pour 
 boules il iront se faire voir ailleurs sil y a une chose que je 
dteste cest dtre pris pour un  cest exactement ce qua fait 
bethesda bethesda a perdu un fan et un client au passage je me suis 
lev  h du matin le   aucune chance que le lve le petit 
doigt pour le prochain opus"
